START
Green LED. Running at 5Hz frequency with a duty cycle of 40%. Brightness set to 100%.

1, 0
1, 21
1, 41
1, 61
0, 81
0, 101
0, 121
0, 141
0, 161
0, 181
1, 201
1, 222
1, 242
1, 262
0, 282
0, 302
0, 322
0, 342
0, 362
0, 382
1, 402
1, 423
1, 443
1, 463
0, 483
0, 503
0, 523
0, 543
0, 563
0, 583
1, 603
1, 624
1, 644
1, 664
0, 684
0, 704
0, 724
0, 744
0, 764
0, 784
1, 804
1, 825
1, 845
1, 865
0, 885
0, 905
0, 925
0, 945
0, 965
0, 985
1, 1005
1, 1026
1, 1046
1, 1066
0, 1086
0, 1106
0, 1126
0, 1146
0, 1166
0, 1186
1, 1206
1, 1227
1, 1247
1, 1267
0, 1287
0, 1307
0, 1327
0, 1347
0, 1367
0, 1387
1, 1408
1, 1428
1, 1448
1, 1468
0, 1488
0, 1508
0, 1528
0, 1548
0, 1568
0, 1588
1, 1609
1, 1629
1, 1649
1, 1669
0, 1689
0, 1709
0, 1729
0, 1749
0, 1769
0, 1790
1, 1810
1, 1830
1, 1850
1, 1870
0, 1890
0, 1910
0, 1930
0, 1950
0, 1971
0, 1991
1, 2011
1, 2031
1, 2051
1, 2071
0, 2091
0, 2111
0, 2131
0, 2151
0, 2172
0, 2192
1, 2212
1, 2232
1, 2252
1, 2272
0, 2292
0, 2312
0, 2332
0, 2353
0, 2373
0, 2393
1, 2413
1, 2433
1, 2453
1, 2473
0, 2493
0, 2513
0, 2534
0, 2554
0, 2574
0, 2594
1, 2614
1, 2634
1, 2654
1, 2674
0, 2694
0, 2715
0, 2735
0, 2755
0, 2775
0, 2795
1, 2815
1, 2835
1, 2855
1, 2875
0, 2895
0, 2916
0, 2936
0, 2956
0, 2976
0, 2996
1, 3016
1, 3036
1, 3056
1, 3076
0, 3096
0, 3117
0, 3137
0, 3157
0, 3177
0, 3197
1, 3217
1, 3237
1, 3257
1, 3277
0, 3297
0, 3317
0, 3338
0, 3358
0, 3378
0, 3398
1, 3418
1, 3438
1, 3458
1, 3478
0, 3498
0, 3518
0, 3539
0, 3559
0, 3579
0, 3599
1, 3619
1, 3639
1, 3659
1, 3679
0, 3699
0, 3719
0, 3739
0, 3760
0, 3780
0, 3800
1, 3820
1, 3840
1, 3860
1, 3880
0, 3900
0, 3920
0, 3940
0, 3961
0, 3981
0, 4001
1, 4021
1, 4041
1, 4061
1, 4081
0, 4101
0, 4121
0, 4141
0, 4161
0, 4182
0, 4202
1, 4222
1, 4242
1, 4262
1, 4282
0, 4302
0, 4322
0, 4342
0, 4362
0, 4383
0, 4403
1, 4423
1, 4443
1, 4463
1, 4483
0, 4503
0, 4523
0, 4543
0, 4563
0, 4583
0, 4604
1, 4624
1, 4644
1, 4664
1, 4684
0, 4704
0, 4724
0, 4744
0, 4764
0, 4784
0, 4805
1, 4825
1, 4845
1, 4865
1, 4885
0, 4905
0, 4925
0, 4945
0, 4965
0, 4985
0, 5005
1, 5026
1, 5046
1, 5066
1, 5086
0, 5106
0, 5126
0, 5146
0, 5166
0, 5186
0, 5206
1, 5226
1, 5247
1, 5267
1, 5287
0, 5307
0, 5327
0, 5347
0, 5367
0, 5387
0, 5407
1, 5427
1, 5448
1, 5468
1, 5488
0, 5508
0, 5528
0, 5548
0, 5568
0, 5589
0, 5609
1, 5629
1, 5649
1, 5669
1, 5689
0, 5709
0, 5729
0, 5749
0, 5770
0, 5790
0, 5810
1, 5830
1, 5850
1, 5870
1, 5890
0, 5910
0, 5930
0, 5951
0, 5971
0, 5991
0, 6011
1, 6031
1, 6051
1, 6071
1, 6091
0, 6111
0, 6131
0, 6152
0, 6172
0, 6192
0, 6212
1, 6232
1, 6252
1, 6272
1, 6292
0, 6312
0, 6332
0, 6353
0, 6373
0, 6393
0, 6413
1, 6433
1, 6453
1, 6473
1, 6493
0, 6513
0, 6533
0, 6554
0, 6574
0, 6594
0, 6614
1, 6634
1, 6654
1, 6674
1, 6694
0, 6714
0, 6734
0, 6755
0, 6775
0, 6795
0, 6815
1, 6835
1, 6855
1, 6875
1, 6895
0, 6915
0, 6935
0, 6956
0, 6976
0, 6996
0, 7016
1, 7036
1, 7056
1, 7076
1, 7096
0, 7116
0, 7136
0, 7157
0, 7177
0, 7197
0, 7217
1, 7237
1, 7257
1, 7277
1, 7297
0, 7317
0, 7337
0, 7358
0, 7378
0, 7398
0, 7418
1, 7438
1, 7458
1, 7478
1, 7498
0, 7518
0, 7539
0, 7559
0, 7579
0, 7599
0, 7619
1, 7639
1, 7659
1, 7679
1, 7699
0, 7719
0, 7739
0, 7760
0, 7780
0, 7800
0, 7820
1, 7840
1, 7860
1, 7880
1, 7900
0, 7920
0, 7941
0, 7961
0, 7981
0, 8001
0, 8021
1, 8041
1, 8061
1, 8081
1, 8101
0, 8121
0, 8142
0, 8162
0, 8182
0, 8202
0, 8222
1, 8242
1, 8262
1, 8282
1, 8302
0, 8323
0, 8343
0, 8363
0, 8383
0, 8403
0, 8423
1, 8443
1, 8463
1, 8483
1, 8503
0, 8523
0, 8544
0, 8564
0, 8584
0, 8604
0, 8624
1, 8644
1, 8664
1, 8684
1, 8704
0, 8724
0, 8745
0, 8765
0, 8785
0, 8805
0, 8825
1, 8845
1, 8865
1, 8885
1, 8905
0, 8926
0, 8946
0, 8966
0, 8986
0, 9006
0, 9026
1, 9046
1, 9066
1, 9086
1, 9106
0, 9127
0, 9147
0, 9167
0, 9187
0, 9207
0, 9227
1, 9247
1, 9267
1, 9287
1, 9307
0, 9328
0, 9348
0, 9368
0, 9388
0, 9408
0, 9428
1, 9448
1, 9468
1, 9488
1, 9508
0, 9529
0, 9549
0, 9569
0, 9589
0, 9609
0, 9629
1, 9649
1, 9669
1, 9689
1, 9709
0, 9729
0, 9750
0, 9770
0, 9790
0, 9810
0, 9830
1, 9850
1, 9870
1, 9890
1, 9910
0, 9930
0, 9951
0, 9971
0, 9991
0, 10011
0, 10031
1, 10051
1, 10071
1, 10091
1, 10111
0, 10131
0, 10152
0, 10172
0, 10192
0, 10212
0, 10232
1, 10252
1, 10272
1, 10292
1, 10312
0, 10332
0, 10353
0, 10373
0, 10393
0, 10413
0, 10433
1, 10453
1, 10473
1, 10493
1, 10513
0, 10533
0, 10554
0, 10574
0, 10594
0, 10614
0, 10634
1, 10654
1, 10674
1, 10694
1, 10714
0, 10734
0, 10755
0, 10775
0, 10795
0, 10815
0, 10835
1, 10855
1, 10875
1, 10895
1, 10915
0, 10935
0, 10956
0, 10976
0, 10996
0, 11016
0, 11036
1, 11056
1, 11076
1, 11096
1, 11116
0, 11136
0, 11157
0, 11177
0, 11197
0, 11217
0, 11237
1, 11257
1, 11277
1, 11297
1, 11317
0, 11337
0, 11358
0, 11378
0, 11398
0, 11418
0, 11438
1, 11458
1, 11478
1, 11498
1, 11518
0, 11538
0, 11559
0, 11579
0, 11599
0, 11619
0, 11639
1, 11659
1, 11679
1, 11699
1, 11719
0, 11740
0, 11760
0, 11780
0, 11800
0, 11820
0, 11840
1, 11860
1, 11880
1, 11900
1, 11920
0, 11941
0, 11961
0, 11981
0, 12001
0, 12021
0, 12041
1, 12061
1, 12081
1, 12101
1, 12121
0, 12142
0, 12162
0, 12182
0, 12202
0, 12222
0, 12242
1, 12262
1, 12282
1, 12302
1, 12322
0, 12342
0, 12363
0, 12383
0, 12403
0, 12423
0, 12443
1, 12463
1, 12483
1, 12503
1, 12524
0, 12544
0, 12564
0, 12584
0, 12604
0, 12624
0, 12644
1, 12664
1, 12684
1, 12704
1, 12725
0, 12745
0, 12765
0, 12785
0, 12805
0, 12825
0, 12845
1, 12865
1, 12885
1, 12905
1, 12926
0, 12946
0, 12966
0, 12986
0, 13006
0, 13026
0, 13046
1, 13066
1, 13086
1, 13106
1, 13127
0, 13147
0, 13167
0, 13187
0, 13207
0, 13227
0, 13247
1, 13267
1, 13287
1, 13307
1, 13328
0, 13348
0, 13368
0, 13388
0, 13408
0, 13428
0, 13448
1, 13468
1, 13488
1, 13508
1, 13529
0, 13549
0, 13569
0, 13589
0, 13609
0, 13629
0, 13649
1, 13669
1, 13689
1, 13709
1, 13730
0, 13750
0, 13770
0, 13790
0, 13810
0, 13830
0, 13850
1, 13870
1, 13890
1, 13910
1, 13931
0, 13951
0, 13971
0, 13991
0, 14011
0, 14031
0, 14051
1, 14071
1, 14091
1, 14111
1, 14132
0, 14152
0, 14172
0, 14192
0, 14212
0, 14232
0, 14252
1, 14272
1, 14292
1, 14313
1, 14333
0, 14353
0, 14373
0, 14393
0, 14413
0, 14433
0, 14453
1, 14473
1, 14493
1, 14513
1, 14534
0, 14554
0, 14574
0, 14594
0, 14614
0, 14634
0, 14654
1, 14674
1, 14694
1, 14714
1, 14735
0, 14755
0, 14775
0, 14795
0, 14815
0, 14835
0, 14855
1, 14875
1, 14895
1, 14915
1, 14936
0, 14956
0, 14976
0, 14996
0, 15016
0, 15036
0, 15056
1, 15076
1, 15096
1, 15116
1, 15137
0, 15157
0, 15177
0, 15197
0, 15217
0, 15237
0, 15257
1, 15277
1, 15297
1, 15317
1, 15338
0, 15358
0, 15378
0, 15398
0, 15418
0, 15438
0, 15458
1, 15478
1, 15498
1, 15518
1, 15539
0, 15559
0, 15579
0, 15599
0, 15619
0, 15639
0, 15659
1, 15679
1, 15699
1, 15719
1, 15740
0, 15760
0, 15780
0, 15800
0, 15820
0, 15840
0, 15860
1, 15880
1, 15900
1, 15920
1, 15941
0, 15961
0, 15981
0, 16001
0, 16021
0, 16041
0, 16061
1, 16081
1, 16101
1, 16121
1, 16142
0, 16162
0, 16182
0, 16202
0, 16222
0, 16242
0, 16262
1, 16282
1, 16302
1, 16323
1, 16343
0, 16363
0, 16383
0, 16403
0, 16423
0, 16443
0, 16463
1, 16483
1, 16503
1, 16524
1, 16544
0, 16564
0, 16584
0, 16604
0, 16624
0, 16644
0, 16664
1, 16684
1, 16704
1, 16725
1, 16745
0, 16765
0, 16785
0, 16805
0, 16825
0, 16845
